Von,IBNR,Nach,IBNR,Tarifkilometer,Bus,Außenherum,Ausschlussstrecke,Region
Berlin Frankfurter A,11134,Hennigsdorf(b Bln),13483,25,,N,,1034
Berlin Frankfurter A,11134,Herrensee,11863,51,,A,,1034
Berlin Frankfurter A,11134,Hohen Neuendorf(Bln),11884,23,,N,,1034
Berlin Frankfurter A,11134,Hohen Neuendorf West,11885,28,,N,,1034
Berlin Frankfurter A,11134,Hoppegarten(Mark),11546,36,,A,,1034
Berlin Frankfurter A,11134,Klandorf,12015,50,,A,,1034
Berlin Frankfurter A,11134,Klosterfelde,12054,39,,A,,1034
Berlin Frankfurter A,11134,Kostrzyn(Gr),12626,103,,A,,1034
Berlin Frankfurter A,11134,Lehnitz,11547,31,,N,,1034
Berlin Frankfurter A,11134,Letschin,12205,96,,A,,1034
Berlin Frankfurter A,11134,Lottschesee,12255,42,,A,,1034
Berlin Frankfurter A,11134,Melchow,12329,40,,A,,1034
Berlin Frankfurter A,11134,Mühlenbeck-M.mühle,11552,22,,N,,1034
Berlin Frankfurter A,11134,Nassenheide,12413,40,,N,,1034
Berlin Frankfurter A,11134,Neuenhagen(b Berlin),11558,38,,A,,1034
Berlin Frankfurter A,11134,Neutrebbin,12475,105,,A,,1034
Berlin Frankfurter A,11134,Obersdorf,12537,69,,A,,1034
Berlin Frankfurter A,11134,Oranienburg,13487,33,,N,,1034
Berlin Frankfurter A,11134,Petershagen Nord,11562,44,,A,,1034
Berlin Frankfurter A,11134,Rehfelde,12735,53,,A,,1034
Berlin Frankfurter A,11134,Röntgental,11566,21,,A,,1034
Berlin Frankfurter A,11134,Rüdnitz,12819,32,,A,,1034
Berlin Frankfurter A,11134,Ruhlsdorf-Zerpenschl,12821,46,,A,,1034
Berlin Frankfurter A,11134,Sachsenhausen(Nordb),12831,35,,N,,1034
Berlin Frankfurter A,11134,Schönerlinde,12910,22,,A,,1034
Berlin Frankfurter A,11134,Schönfließ,11577,25,,N,,1034
Berlin Frankfurter A,11134,Schönwalde(Barnim),12920,25,,A,,1034
Berlin Frankfurter A,11134,Seefeld(Mark),12966,38,,A,,1034
Berlin Frankfurter A,11134,Seelow(Mark),12973,91,,A,,1034
Berlin Frankfurter A,11134,Seelow-Gusow,11788,83,,A,,1034
Berlin Frankfurter A,11134,Strausberg-Hegerm.,11581,50,,A,,1034
Berlin Frankfurter A,11134,Strausberg Nord,13064,56,,A,,1034
Berlin Frankfurter A,11134,Strausberg Stadt,11579,54,,A,,1034
Berlin Frankfurter A,11134,Trebnitz(Mark),13141,73,,A,,1034
Berlin Frankfurter A,11134,Wandlitz,13227,33,,A,,1034
Berlin Frankfurter A,11134,Wandlitzsee,13228,35,,A,,1034
Berlin Frankfurter A,11134,Wensickendorf,13278,35,,A,,1034
Berlin Frankfurter A,11134,Werneuchen,13285,43,,A,,1034
Berlin Frankfurter A,11134,Zepernick(Bernau),11589,23,,A,,1034
Berlin Frankfurter A,11134,Zühlsdorf,13429,32,,A,,1034
Berlin-Friedenau,11259,Berlin-Grunewald,11276,22,,A,,176
Berlin-Friedenau,11259,Berlin-Lichterf.West,11338,5,,N,,176
Berlin-Friedenau,11259,Berlin Mexikoplatz,11353,10,,N,,176
Berlin-Friedenau,11259,Berlin-Nikolassee,11359,14,,N,,176
Berlin-Friedenau,11259,Berlin Rath.Steglitz,11432,2,,N,,176
Berlin-Friedenau,11259,Berlin-Schlachtensee,11445,12,,N,,176
Berlin-Friedenau,11259,Berlin Sundgauer Str,11467,7,,N,,176
Berlin-Friedenau,11259,Berlin-Zehlendorf,11514,8,,N,,176
Berlin-Friedrfel.Ost,11262,Berlin Alt-Reinick.,11437,22,,A,,1034
Berlin-Friedrfel.Ost,11262,Berlin-Friedrichshg.,11266,36,,A,,1034
Berlin-Friedrfel.Ost,11262,Berlin-Frohnau,11268,28,,A,,1034
Berlin-Friedrfel.Ost,11262,Berlin Gehrenseestr.,11273,5,,N,,1034
Berlin-Friedrfel.Ost,11262,Berlin-Heiligensee,11280,33,,A,,1034
Berlin-Friedrfel.Ost,11262,Berlin-Hermsdorf,11287,28,,A,,1034
Berlin-Friedrfel.Ost,11262,Berlin-Hirschgarten,11289,37,,A,,1034
Berlin-Friedrfel.Ost,11262,Berlin-Hohenschönh.,11901,6,,N,,1034
Berlin-Friedrfel.Ost,11262,Berlin-Kaulsdorf,11291,4,,N,,1034
Berlin-Friedrfel.Ost,11262,Berlin K-B.-N.klinik,11295,23,,A,,1034
Berlin-Friedrfel.Ost,11262,Berlin-Köpenick,11332,39,,A,,1034
Berlin-Friedrfel.Ost,11262,Berlin-Mahlsdorf,11343,7,,N,,1034
Berlin-Friedrfel.Ost,11262,Berlin-Marzahn,11347,4,,N,,1034
Berlin-Friedrfel.Ost,11262,Berlin Mehrow.Allee,11348,6,,N,,1034
Berlin-Friedrfel.Ost,11262,Berlin-Pankow,11372,16,,A,,1034
Berlin-Friedrfel.Ost,11262,Berlin-Pankow-Hein.,11374,14,,N,,1034
Berlin-Friedrfel.Ost,11262,Berlin Poelchaustr.,11391,3,,N,,1034
Berlin-Friedrfel.Ost,11262,Berlin-Rahnsdorf,11410,31,,A,,1034
Berlin-Friedrfel.Ost,11262,Berlin R-Wallenbg-St,11443,5,,N,,1034
Berlin-Friedrfel.Ost,11262,Berlin-Schönholz,11448,20,,A,,1034
Berlin-Friedrfel.Ost,11262,Berlin-Schulzendorf,11452,31,,A,,1034
Berlin-Friedrfel.Ost,11262,Berlin Springpfuhl,11459,2,,N,,1034
Berlin-Friedrfel.Ost,11262,Berlin-Tegel,11475,27,,A,,1034
Berlin-Friedrfel.Ost,11262,Berlin-Waidmannslust,11478,26,,A,,1034
Berlin-Friedrfel.Ost,11262,Berlin-Wartenberg,11479,7,,N,,1034
Berlin-Friedrfel.Ost,11262,Berlin-Wilhelmshagen,11485,28,,A,,1034
Berlin-Friedrfel.Ost,11262,Berlin-Wilhelmsruh,11498,22,,A,,1034
Berlin-Friedrfel.Ost,11262,Berlin-Witten.(WhrD),11499,25,,A,,1034
Berlin-Friedrfel.Ost,11262,Berlin Wollankstr,11501,19,,A,,1034
Berlin-Friedrfel.Ost,11262,Berlin Wuhletal,11504,3,,N,,1034
Berlin-Friedrfel.Ost,11262,Berlin-Wuhlheide,11511,41,,A,,1034
Berlin-Friedrfel.Ost,11262,Bernau(b Berlin),13470,20,,N,,1034
Berlin-Friedrfel.Ost,11262,Bernau-Friedenstal,11521,18,,N,,1034
Berlin-Friedrfel.Ost,11262,Birkenstein,11526,9,,N,,1034
Berlin-Friedrfel.Ost,11262,Borgsdorf,11527,29,,N,,1034
Berlin-Friedrfel.Ost,11262,Erkner,13477,26,,N,,1034
Berlin-Friedrfel.Ost,11262,Fangschleuse,11533,32,,N,,1034
Berlin-Friedrfel.Ost,11262,Fredersdorf(b Bln),11539,17,,N,,1034
Berlin-Friedrfel.Ost,11262,Golzow(Oderbruch),11672,70,,N,,1034
Berlin-Friedrfel.Ost,11262,Gorgast,11674,72,,N,,1034
Berlin-Friedrfel.Ost,11262,Groß Schönebeck,11734,47,,N,,1034
Berlin-Friedrfel.Ost,11262,Grüneberg,11776,47,,N,,1034
Berlin-Friedrfel.Ost,11262,Hangelsberg,11818,39,,N,,1034
Berlin-Friedrfel.Ost,11262,Hennigsdorf(b Bln),13483,35,,N,,1034
Berlin-Friedrfel.Ost,11262,Herrensee,11863,26,,N,,1034
Berlin-Friedrfel.Ost,11262,Hohen Neuendorf(Bln),11884,24,,N,,1034
Berlin-Friedrfel.Ost,11262,Hohen Neuendorf West,11885,29,,N,,1034
Berlin-Friedrfel.Ost,11262,Hoppegarten(Mark),11546,11,,N,,1034
Berlin-Friedrfel.Ost,11262,Klandorf,12015,43,,N,,1034
Berlin-Friedrfel.Ost,11262,Klosterfelde,12054,32,,N,,1034
Berlin-Friedrfel.Ost,11262,Kostrzyn(Gr),12626,78,,N,,1034
Berlin-Friedrfel.Ost,11262,Lehnitz,11547,32,,N,,1034
Berlin-Friedrfel.Ost,11262,Letschin,12205,71,,N,,1034
Berlin-Friedrfel.Ost,11262,Lottschesee,12255,35,,N,,1034
Berlin-Friedrfel.Ost,11262,Melchow,12329,33,,N,,1034
Berlin-Friedrfel.Ost,11262,Mühlenbeck-M.mühle,11552,16,,N,,1034
Berlin-Friedrfel.Ost,11262,Nassenheide,12413,41,,N,,1034
Berlin-Friedrfel.Ost,11262,Neuenhagen(b Berlin),11558,13,,N,,1034
Berlin-Friedrfel.Ost,11262,Neutrebbin,12475,80,,A,,1034
Berlin-Friedrfel.Ost,11262,Obersdorf,12537,44,,N,,1034
Berlin-Friedrfel.Ost,11262,Oranienburg,13487,34,,N,,1034
Berlin-Friedrfel.Ost,11262,Petershagen Nord,11562,19,,N,,1034
Berlin-Friedrfel.Ost,11262,Rehfelde,12735,28,,N,,1034
Berlin-Friedrfel.Ost,11262,Röntgental,11566,14,,N,,1034
Berlin-Friedrfel.Ost,11262,Rüdnitz,12819,25,,N,,1034
Berlin-Friedrfel.Ost,11262,Ruhlsdorf-Zerpenschl,12821,39,,N,,1034
Berlin-Friedrfel.Ost,11262,Sachsenhausen(Nordb),12831,36,,N,,1034
Berlin-Friedrfel.Ost,11262,Schönerlinde,12910,15,,N,,1034
Berlin-Friedrfel.Ost,11262,Schönfließ,11577,19,,N,,1034
Berlin-Friedrfel.Ost,11262,Schönwalde(Barnim),12920,18,,N,,1034
Berlin-Friedrfel.Ost,11262,Seefeld(Mark),12966,17,,N,,1034
Berlin-Friedrfel.Ost,11262,Seelow(Mark),12973,66,,N,,1034
Berlin-Friedrfel.Ost,11262,Seelow-Gusow,11788,58,,N,,1034
Berlin-Friedrfel.Ost,11262,Strausberg-Hegerm.,11581,25,,N,,1034
Berlin-Friedrfel.Ost,11262,Strausberg Nord,13064,31,,N,,1034
Berlin-Friedrfel.Ost,11262,Strausberg Stadt,11579,29,,N,,1034
Berlin-Friedrfel.Ost,11262,Trebnitz(Mark),13141,48,,N,,1034
Berlin-Friedrfel.Ost,11262,Wandlitz,13227,26,,N,,1034
Berlin-Friedrfel.Ost,11262,Wandlitzsee,13228,28,,N,,1034
Berlin-Friedrfel.Ost,11262,Wensickendorf,13278,28,,N,,1034
Berlin-Friedrfel.Ost,11262,Werneuchen,13285,22,,N,,1034
Berlin-Friedrfel.Ost,11262,Zepernick(Bernau),11589,16,,N,,1034
Berlin-Friedrfel.Ost,11262,Zühlsdorf,13429,25,,N,,1034
Berlin-Friedrichshg.,11266,Berlin Alt-Reinick.,11437,58,,A,,1034
Berlin-Friedrichshg.,11266,Berlin-Frohnau,11268,64,,A,,1034
Berlin-Friedrichshg.,11266,Berlin Gehrenseestr.,11273,41,,A,,1034
Berlin-Friedrichshg.,11266,Berlin-Heiligensee,11280,69,,A,,1034
Berlin-Friedrichshg.,11266,Berlin-Hermsdorf,11287,64,,A,,1034
Berlin-Friedrichshg.,11266,Berlin-Hirschgarten,11289,1,,N,,1034
Berlin-Friedrichshg.,11266,Berlin-Hohenschönh.,11901,42,,A,,1034
Berlin-Friedrichshg.,11266,Berlin-Kaulsdorf,11291,40,,A,,1034
Berlin-Friedrichshg.,11266,Berlin K-B.-N.klinik,11295,59,,A,,1034
Berlin-Friedrichshg.,11266,Berlin-Köpenick,11332,3,,N,,1034
Berlin-Friedrichshg.,11266,Berlin-Mahlsdorf,11343,43,,A,,1034
Berlin-Friedrichshg.,11266,Berlin-Marzahn,11347,40,,A,,1034
Berlin-Friedrichshg.,11266,Berlin Mehrow.Allee,11348,42,,A,,1034
Berlin-Friedrichshg.,11266,Berlin-Pankow,11372,52,,A,,1034
Berlin-Friedrichshg.,11266,Berlin-Pankow-Hein.,11374,50,,A,,1034
Berlin-Friedrichshg.,11266,Berlin Poelchaustr.,11391,39,,A,,1034
Berlin-Friedrichshg.,11266,Berlin-Rahnsdorf,11410,5,,N,,1034
Berlin-Friedrichshg.,11266,Berlin R-Wallenbg-St,11443,41,,A,,1034
Berlin-Friedrichshg.,11266,Berlin-Schönholz,11448,56,,A,,1034
Berlin-Friedrichshg.,11266,Berlin-Schulzendorf,11452,67,,A,,1034
Berlin-Friedrichshg.,11266,Berlin Springpfuhl,11459,38,,A,,1034
Berlin-Friedrichshg.,11266,Berlin-Tegel,11475,63,,A,,1034
Berlin-Friedrichshg.,11266,Berlin-Waidmannslust,11478,62,,A,,1034
Berlin-Friedrichshg.,11266,Berlin-Wartenberg,11479,43,,A,,1034
Berlin-Friedrichshg.,11266,Berlin-Wilhelmshagen,11485,8,,N,,1034
Berlin-Friedrichshg.,11266,Berlin-Wilhelmsruh,11498,58,,A,,1034
Berlin-Friedrichshg.,11266,Berlin-Witten.(WhrD),11499,61,,A,,1034
Berlin-Friedrichshg.,11266,Berlin Wollankstr,11501,55,,A,,1034
Berlin-Friedrichshg.,11266,Berlin Wuhletal,11504,39,,A,,1034
Berlin-Friedrichshg.,11266,Berlin-Wuhlheide,11511,5,,N,,1034
Berlin-Friedrichshg.,11266,Bernau(b Berlin),13470,56,,A,,1034
Berlin-Friedrichshg.,11266,Bernau-Friedenstal,11521,54,,A,,1034
Berlin-Friedrichshg.,11266,Birkenstein,11526,45,,A,,1034
Berlin-Friedrichshg.,11266,Borgsdorf,11527,65,,A,,1034
Berlin-Friedrichshg.,11266,Erkner,13477,10,,N,,1034
Berlin-Friedrichshg.,11266,Fangschleuse,11533,16,,N,,1034
Berlin-Friedrichshg.,11266,Fredersdorf(b Bln),11539,53,,A,,1034
Berlin-Friedrichshg.,11266,Golzow(Oderbruch),11672,106,,A,,1034
Berlin-Friedrichshg.,11266,Gorgast,11674,108,,A,,1034
Berlin-Friedrichshg.,11266,Groß Schönebeck,11734,83,,A,,1034
Berlin-Friedrichshg.,11266,Grüneberg,11776,83,,A,,1034
Berlin-Friedrichshg.,11266,Hangelsberg,11818,23,,N,,1034
Berlin-Friedrichshg.,11266,Hennigsdorf(b Bln),13483,71,,A,,1034
Berlin-Friedrichshg.,11266,Herrensee,11863,62,,A,,1034
Berlin-Friedrichshg.,11266,Hohen Neuendorf(Bln),11884,60,,A,,1034
Berlin-Friedrichshg.,11266,Hohen Neuendorf West,11885,65,,A,,1034
Berlin-Friedrichshg.,11266,Hoppegarten(Mark),11546,47,,A,,1034
Berlin-Friedrichshg.,11266,Klandorf,12015,79,,A,,1034
Berlin-Friedrichshg.,11266,Klosterfelde,12054,68,,A,,1034
Berlin-Friedrichshg.,11266,Kostrzyn(Gr),12626,114,,A,,1034
Berlin-Friedrichshg.,11266,Lehnitz,11547,68,,A,,1034
Berlin-Friedrichshg.,11266,Letschin,12205,107,,A,,1034
Berlin-Friedrichshg.,11266,Lottschesee,12255,71,,A,,1034
Berlin-Friedrichshg.,11266,Melchow,12329,69,,A,,1034
Berlin-Friedrichshg.,11266,Mühlenbeck-M.mühle,11552,52,,A,,1034
Berlin-Friedrichshg.,11266,Nassenheide,12413,77,,A,,1034
Berlin-Friedrichshg.,11266,Neuenhagen(b Berlin),11558,49,,A,,1034
Berlin-Friedrichshg.,11266,Neutrebbin,12475,116,,A,,1034
Berlin-Friedrichshg.,11266,Obersdorf,12537,80,,A,,1034
Berlin-Friedrichshg.,11266,Oranienburg,13487,70,,A,,1034
Berlin-Friedrichshg.,11266,Petershagen Nord,11562,55,,A,,1034
Berlin-Friedrichshg.,11266,Rehfelde,12735,64,,A,,1034
Berlin-Friedrichshg.,11266,Röntgental,11566,50,,A,,1034
Berlin-Friedrichshg.,11266,Rüdnitz,12819,61,,A,,1034
Berlin-Friedrichshg.,11266,Ruhlsdorf-Zerpenschl,12821,75,,A,,1034
Berlin-Friedrichshg.,11266,Sachsenhausen(Nordb),12831,72,,A,,1034
Berlin-Friedrichshg.,11266,Schönerlinde,12910,51,,A,,1034
Berlin-Friedrichshg.,11266,Schönfließ,11577,55,,A,,1034
Berlin-Friedrichshg.,11266,Schönwalde(Barnim),12920,54,,A,,1034
Berlin-Friedrichshg.,11266,Seefeld(Mark),12966,53,,A,,1034
Berlin-Friedrichshg.,11266,Seelow(Mark),12973,102,,A,,1034
Berlin-Friedrichshg.,11266,Seelow-Gusow,11788,94,,A,,1034
Berlin-Friedrichshg.,11266,Strausberg-Hegerm.,11581,61,,A,,1034
Berlin-Friedrichshg.,11266,Strausberg Nord,13064,67,,A,,1034
Berlin-Friedrichshg.,11266,Strausberg Stadt,11579,65,,A,,1034
Berlin-Friedrichshg.,11266,Trebnitz(Mark),13141,84,,A,,1034
Berlin-Friedrichshg.,11266,Wandlitz,13227,62,,A,,1034
Berlin-Friedrichshg.,11266,Wandlitzsee,13228,64,,A,,1034
Berlin-Friedrichshg.,11266,Wensickendorf,13278,64,,A,,1034
Berlin-Friedrichshg.,11266,Werneuchen,13285,58,,A,,1034
Berlin-Friedrichshg.,11266,Zepernick(Bernau),11589,52,,A,,1034
Berlin-Friedrichshg.,11266,Zühlsdorf,13429,61,,A,,1034
Berlin Friedrichstr,10038,Berlin Alexanderpl.,11155,2,,N,,1005
Berlin Friedrichstr,10038,Berlin Anhalter Bf,11128,3,,N,,176
Berlin Friedrichstr,10038,Berlin Botanischer G,11240,12,,N,,176
Berlin Friedrichstr,10038,Berlin Brandenbg.Tor,11193,1,,N,,176
Berlin Friedrichstr,10038,Berlin Bundesplatz,11130,9,,N,,176
Berlin Friedrichstr,10038,Berlin Feuerbachstr.,11249,9,,N,,176
Berlin Friedrichstr,10038,Berlin-Friedenau,11259,8,,N,,176
Berlin Friedrichstr,10038,Berlin-Grunewald,11276,30,,A,,176
Berlin Friedrichstr,10038,Berlin Hackescher M.,11158,1,,N,,1005
Berlin Friedrichstr,10038,Berlin-Halensee,11204,12,,A,,176
Berlin Friedrichstr,10038,Berlin Heidelberg.Pl,11136,10,,N,,176
Berlin Friedrichstr,10038,Berlin Hohenzollernd,11145,11,,N,,176
Berlin Friedrichstr,10038,Berlin Humboldthain,11147,3,,N,,1099
Berlin Friedrichstr,10038,Berlin Innsbrucker P,11148,8,,N,,176
Berlin Friedrichstr,10038,Berlin Jannowitzbr.,11159,3,,N,,1005
Berlin Friedrichstr,10038,Berlin Jul.-Leber-Br,11092,6,,N,,176
Berlin Friedrichstr,10038,Berlin-Lichterf.West,11338,13,,N,,176
Berlin Friedrichstr,10038,Berlin Mexikoplatz,11353,18,,N,,176
Berlin Friedrichstr,10038,Berlin-Nikolassee,11359,22,,A,,176
Berlin Friedrichstr,10038,Berlin Nordbahnhof,11174,2,,N,,1099
Berlin Friedrichstr,10038,Berlin Oranienb.Str.,11175,1,,N,,1099
Berlin Friedrichstr,10038,Berlin Ostbahnhof,10255,4,,N,,1005
Berlin Friedrichstr,10038,Berlin Potsdamer Pl,11118,2,,N,,176
Berlin Friedrichstr,10038,Berlin Rath.Steglitz,11432,10,,N,,176
Berlin Friedrichstr,10038,Berlin-Schlachtensee,11445,20,,N,,176
Berlin Friedrichstr,10038,Berlin-Schöneberg,11109,7,,N,,176
Berlin Friedrichstr,10038,Berlin Sundgauer Str,11467,15,,N,,176
Berlin Friedrichstr,10038,Berlin Warschauer St,11165,6,,N,,1005
Berlin Friedrichstr,10038,Berlin Yorckstraße,11198,5,,N,,176
Berlin Friedrichstr,10038,Berlin-Zehlendorf,11514,16,,N,,176
Berlin-Frohnau,11268,Berlin Alt-Reinick.,11437,12,,N,,1034
Berlin-Frohnau,11268,Berlin Gehrenseestr.,11273,23,,N,,1034
Berlin-Frohnau,11268,Berlin-Heiligensee,11280,23,,A,,1034
Berlin-Frohnau,11268,Berlin-Hermsdorf,11287,2,,N,,1034
Berlin-Frohnau,11268,Berlin-Hirschgarten,11289,65,,A,,1034
Berlin-Frohnau,11268,Berlin-Hohenschönh.,11901,22,,N,,1034
Berlin-Frohnau,11268,Berlin-Kaulsdorf,11291,32,,A,,1034
Berlin-Frohnau,11268,Berlin K-B.-N.klinik,11295,13,,N,,1034
Berlin-Frohnau,11268,Berlin-Köpenick,11332,67,,A,,1034
Berlin-Frohnau,11268,Berlin-Mahlsdorf,11343,35,,A,,1034
Berlin-Frohnau,11268,Berlin-Marzahn,11347,28,,N,,1034
Berlin-Frohnau,11268,Berlin Mehrow.Allee,11348,30,,N,,1034
Berlin-Frohnau,11268,Berlin-Pankow,11372,14,,N,,1034
Berlin-Frohnau,11268,Berlin-Pankow-Hein.,11374,16,,N,,1034
Berlin-Frohnau,11268,Berlin Poelchaustr.,11391,27,,N,,1034
Berlin-Frohnau,11268,Berlin-Rahnsdorf,11410,59,,A,,1034
Berlin-Frohnau,11268,Berlin R-Wallenbg-St,11443,29,,N,,1034
Berlin-Frohnau,11268,Berlin-Schönholz,11448,10,,N,,1034
Berlin-Frohnau,11268,Berlin-Schulzendorf,11452,21,,A,,1034
Berlin-Frohnau,11268,Berlin Springpfuhl,11459,26,,N,,1034
Berlin-Frohnau,11268,Berlin-Tegel,11475,17,,N,,1034
Berlin-Frohnau,11268,Berlin-Waidmannslust,11478,4,,N,,1034
Berlin-Frohnau,11268,Berlin-Wartenberg,11479,21,,N,,1034
Berlin-Frohnau,11268,Berlin-Wilhelmshagen,11485,56,,A,,1034
Berlin-Frohnau,11268,Berlin-Wilhelmsruh,11498,8,,N,,1034
Berlin-Frohnau,11268,Berlin-Witten.(WhrD),11499,5,,N,,1034
Berlin-Frohnau,11268,Berlin Wollankstr,11501,11,,N,,1034
Berlin-Frohnau,11268,Berlin Wuhletal,11504,31,,A,,1034
Berlin-Frohnau,11268,Berlin-Wuhlheide,11511,69,,A,,1034
Berlin-Frohnau,11268,Bernau(b Berlin),13470,32,,N,,1034
Berlin-Frohnau,11268,Bernau-Friedenstal,11521,30,,N,,1034
Berlin-Frohnau,11268,Birkenstein,11526,37,,A,,1034
Berlin-Frohnau,11268,Borgsdorf,11527,9,,N,,1034
Berlin-Frohnau,11268,Erkner,13477,54,,A,,1034
Berlin-Frohnau,11268,Fangschleuse,11533,60,,A,,1034
Berlin-Frohnau,11268,Fredersdorf(b Bln),11539,45,,A,,1034
Berlin-Frohnau,11268,Golzow(Oderbruch),11672,98,,A,,1034
Berlin-Frohnau,11268,Gorgast,11674,100,,A,,1034
Berlin-Frohnau,11268,Groß Schönebeck,11734,59,,N,,1034
Berlin-Frohnau,11268,Grüneberg,11776,27,,N,,1034
Berlin-Frohnau,11268,Hangelsberg,11818,67,,A,,1034
Berlin-Frohnau,11268,Hennigsdorf(b Bln),13483,15,,N,,1034
Berlin-Frohnau,11268,Herrensee,11863,54,,A,,1034
Berlin-Frohnau,11268,Hohen Neuendorf(Bln),11884,4,,N,,1034
Berlin-Frohnau,11268,Hohen Neuendorf West,11885,9,,N,,1034
Berlin-Frohnau,11268,Hoppegarten(Mark),11546,39,,A,,1034
Berlin-Frohnau,11268,Klandorf,12015,55,,N,,1034
Berlin-Frohnau,11268,Klosterfelde,12054,44,,N,,1034
Berlin-Frohnau,11268,Kostrzyn(Gr),12626,106,,A,,1034
Berlin-Frohnau,11268,Lehnitz,11547,12,,N,,1034
Berlin-Frohnau,11268,Letschin,12205,99,,A,,1034
Berlin-Frohnau,11268,Lottschesee,12255,47,,N,,1034
Berlin-Frohnau,11268,Melchow,12329,45,,N,,1034
Berlin-Frohnau,11268,Mühlenbeck-M.mühle,11552,12,,N,,1034
Berlin-Frohnau,11268,Nassenheide,12413,21,,N,,1034
Berlin-Frohnau,11268,Neuenhagen(b Berlin),11558,41,,A,,1034
Berlin-Frohnau,11268,Neutrebbin,12475,108,,A,,1034
Berlin-Frohnau,11268,Obersdorf,12537,72,,A,,1034
Berlin-Frohnau,11268,Oranienburg,13487,14,,N,,1034
Berlin-Frohnau,11268,Petershagen Nord,11562,47,,A,,1034
Berlin-Frohnau,11268,Rehfelde,12735,56,,A,,1034
Berlin-Frohnau,11268,Röntgental,11566,26,,N,,1034
Berlin-Frohnau,11268,Rüdnitz,12819,37,,N,,1034
Berlin-Frohnau,11268,Ruhlsdorf-Zerpenschl,12821,51,,N,,1034
Berlin-Frohnau,11268,Sachsenhausen(Nordb),12831,16,,N,,1034
Berlin-Frohnau,11268,Schönerlinde,12910,27,,N,,1034
Berlin-Frohnau,11268,Schönfließ,11577,9,,N,,1034
Berlin-Frohnau,11268,Schönwalde(Barnim),12920,30,,N,,1034
Berlin-Frohnau,11268,Seefeld(Mark),12966,41,,N,,1034
Berlin-Frohnau,11268,Seelow(Mark),12973,94,,A,,1034
Berlin-Frohnau,11268,Seelow-Gusow,11788,86,,A,,1034
Berlin-Frohnau,11268,Strausberg-Hegerm.,11581,53,,A,,1034
Berlin-Frohnau,11268,Strausberg Nord,13064,59,,A,,1034
Berlin-Frohnau,11268,Strausberg Stadt,11579,57,,A,,1034
Berlin-Frohnau,11268,Trebnitz(Mark),13141,76,,A,,1034
Berlin-Frohnau,11268,Wandlitz,13227,38,,N,,1034
Berlin-Frohnau,11268,Wandlitzsee,13228,40,,N,,1034
Berlin-Frohnau,11268,Wensickendorf,13278,40,,N,,1034
Berlin-Frohnau,11268,Werneuchen,13285,46,,N,,1034
Berlin-Frohnau,11268,Zepernick(Bernau),11589,28,,N,,1034
Berlin-Frohnau,11268,Zühlsdorf,13429,37,,N,,1034
Berlin Gehrenseestr.,11273,Berlin Alt-Reinick.,11437,17,,N,,1034
Berlin Gehrenseestr.,11273,Berlin-Heiligensee,11280,28,,N,,1034
Berlin Gehrenseestr.,11273,Berlin-Hermsdorf,11287,23,,N,,1034
Berlin Gehrenseestr.,11273,Berlin-Hirschgarten,11289,42,,A,,1034
Berlin Gehrenseestr.,11273,Berlin-Hohenschönh.,11901,1,,N,,1034
Berlin Gehrenseestr.,11273,Berlin-Kaulsdorf,11291,9,,N,,1034
Berlin Gehrenseestr.,11273,Berlin K-B.-N.klinik,11295,18,,N,,1034
Berlin Gehrenseestr.,11273,Berlin-Köpenick,11332,44,,A,,1034
Berlin Gehrenseestr.,11273,Berlin-Mahlsdorf,11343,12,,N,,1034
Berlin Gehrenseestr.,11273,Berlin-Marzahn,11347,5,,N,,1034
Berlin Gehrenseestr.,11273,Berlin Mehrow.Allee,11348,7,,N,,1034
Berlin Gehrenseestr.,11273,Berlin-Pankow,11372,11,,N,,1034
Berlin Gehrenseestr.,11273,Berlin-Pankow-Hein.,11374,9,,N,,1034
Berlin Gehrenseestr.,11273,Berlin Poelchaustr.,11391,4,,N,,1034
Berlin Gehrenseestr.,11273,Berlin-Rahnsdorf,11410,36,,A,,1034
Berlin Gehrenseestr.,11273,Berlin R-Wallenbg-St,11443,6,,N,,1034
Berlin Gehrenseestr.,11273,Berlin-Schönholz,11448,15,,N,,1034
Berlin Gehrenseestr.,11273,Berlin-Schulzendorf,11452,26,,N,,1034
Berlin Gehrenseestr.,11273,Berlin Springpfuhl,11459,3,,N,,1034
Berlin Gehrenseestr.,11273,Berlin-Tegel,11475,22,,N,,1034
Berlin Gehrenseestr.,11273,Berlin-Waidmannslust,11478,21,,N,,1034
Berlin Gehrenseestr.,11273,Berlin-Wartenberg,11479,2,,N,,1034
Berlin Gehrenseestr.,11273,Berlin-Wilhelmshagen,11485,33,,A,,1034
Berlin Gehrenseestr.,11273,Berlin-Wilhelmsruh,11498,17,,N,,1034
Berlin Gehrenseestr.,11273,Berlin-Witten.(WhrD),11499,20,,N,,1034
Berlin Gehrenseestr.,11273,Berlin Wollankstr,11501,14,,N,,1034
Berlin Gehrenseestr.,11273,Berlin Wuhletal,11504,8,,N,,1034
Berlin Gehrenseestr.,11273,Berlin-Wuhlheide,11511,46,,A,,1034
Berlin Gehrenseestr.,11273,Bernau(b Berlin),13470,15,,N,,1034
Berlin Gehrenseestr.,11273,Bernau-Friedenstal,11521,13,,N,,1034
Berlin Gehrenseestr.,11273,Birkenstein,11526,14,,N,,1034
Berlin Gehrenseestr.,11273,Borgsdorf,11527,24,,N,,1034
