Von,IBNR,Nach,IBNR,Tarifkilometer,Wegetext
Gießen,124,Iserlohn,186,165,GI*HEBO*DIL*SI
Gießen,124,Jena Saalbf,11058,312,GI*(KS/FD)*JS
Gießen,124,Jüterbog,10182,454,GI*(GOE/EF)*WB
Gießen,124,Kaiserslautern Hbf,189,220,GI*F*(HD/MZ*KH)*KL
Gießen,124,Kaldenkirchen,190,257,GI*(K/HA)*MG
Gießen,124,Karlsruhe Hbf,191,212,GI*F*KA
Gießen,124,Kassel-Wilhelmshöhe,3200,131,GI*MR*KS
Gießen,124,Kaufering,195,458,GI*(N/S)*A
Gießen,124,Kehl,3218,289,GI*F*KA*KEHL
Gießen,124,Kempten(Allgäu)Hbf,197,451,GI*F*S*UL*KE
Gießen,124,Kiel Hbf,199,605,GI*(DO/FD)*KI
Gießen,124,Kirchenlaibach,201,402,GI*(FD/F)*N
Gießen,124,Kißlegg,203,459,GI*F*S*UL*MM
Gießen,124,Kleve,205,310,GI*(KO/HA)*KR
Gießen,124,Koblenz Hbf,206,118,GI*LM*KO
Gießen,124,Köln Hbf,207,173,GI*SI*K
Gießen,124,Königs Wusterhausen,10193,604,GI*EF*(HAL/L)*WB*B
Gießen,124,Könnern,10194,385,GI*(NDH/EF)*HAL
Gießen,124,Korbach Hbf,210,96,GI*LOLL*MR
Gießen,124,Köthen,10195,391,GI*(NDH/EF)*HAL
Gießen,124,Krefeld Hbf,211,245,GI*(KO/HA)*KR
Gießen,124,Kreiensen,213,243,GI*(KS/FD)*KREI
Gießen,124,Kreuztal,214,83,GI*HEBO*DIL*SI
Gießen,124,Kufstein,3475,581,GI*(R/S)*KUF
Gießen,124,Lage(Lippe),215,258,GI*KS*ALT
Gießen,124,Landau(Pfalz)Hbf,216,206,GI*F*(DA/MZ)*LU*NW
Gießen,124,Landshut(Bay)Hbf,217,470,GI*(FD/F)*LA
Gießen,124,Lauda,221,249,GI*F*AB*WUE
Gießen,124,Lauterbach(Hess)Nord,222,81,GI*LAUT
Gießen,124,Leer(Ostfriesl),225,419,GI*SI*(K/HA)*MS*LER
Gießen,124,Lehrte,226,329,GI*(KS/FD)*H
Gießen,124,Leinefelde,10203,215,GI*(KS/FD)*EICH
Gießen,124,Leipzig Hbf,10205,384,GI*(GOE/EF)*L
Gießen,124,Leipzig-Leutzsch,10207,391,GI*(GOE/EF)*L
Gießen,124,Letmathe,227,159,GI*HEBO*DIL*SI
Gießen,124,Lichtenfels,228,338,GI*(FD/N)*LIF
Gießen,124,Limburg(Lahn),229,66,GI*WEL*LM
Gießen,124,Limburg Süd,3680,67,GI*WEL*LM
Gießen,124,Lindau-Insel,230,492,GI*(KE/OG)*LI
Gießen,124,Lindau-Reutin,3693,492,GI*(UL/OG)*FN
Gießen,124,Lippstadt,571,260,GI*HA*UN
Gießen,124,Löbau(Sachs),10212,586,GI*(GOE/FD)*DD
Gießen,124,Löhne(Westf),233,289,GI*KS*ALT
Gießen,124,Lollar,234,8,GI*LOLL
Gießen,124,Löwenberg(Mark),10214,633,GI*EF*(HAL/L)*WB*B
Gießen,124,Lübben(Spreewald),10217,651,GI*EF*(HAL/L)*WB*B
Gießen,124,Lübeck Hbf,237,523,GI*(MR/FD)*GOE*H*HL
Gießen,124,Ludwigsburg,235,256,GI*F*(DA/MA)*BIET
Gießen,124,Ludwigsfelde,10215,568,GI*FD*EF*BSFL
Gießen,124,Ludwigshafen(Rh)Hbf,236,158,GI*F*(DA/MZ)*MA
Gießen,124,Ludwigslust,10216,581,GI*(HH/HAL)*WBE
Gießen,124,Lüneburg,238,443,GI*GOE*H*LG
Gießen,124,Lünen Hbf,239,227,GI*HA*DO
Gießen,124,Luth. Wittenberg Hbf,10222,422,GI*(GOE/EF)*WB
Gießen,124,Magdeburg Hbf,10224,425,GI*(H/HAL)*MD
Gießen,124,Magdeburg-Rothensee,10086,432,GI*(H/HAL)*MD
Gießen,124,Mainz-Bischofsheim,241,99,GI*F*FFMF
Gießen,124,Mainz Hbf,240,105,GI*F*MZ
Gießen,124,Malsfeld,243,161,GI*MR*KS
Gießen,124,Mannheim Hbf,244,155,GI*F*(DA/MZ)*MA
Gießen,124,Marburg(Lahn),337,30,GI*LOLL*MR
Gießen,124,Markkleeberg-Großst,10228,398,GI*(GOE/EF)*L
Gießen,124,Marktredwitz,247,433,GI*(FD/F)*WUE*N*MAK
Gießen,124,Mehltheuer,10229,512,GI*(FD/N)*HO
Gießen,124,Mellrichstadt Bf,3959,302,GI*F*WUE*SW
Gießen,124,Memmingen,249,416,GI*F*S*UL*MM
Gießen,124,Merseburg Hbf,10232,362,GI*(KS/FD)*NMB
Gießen,124,Michendorf,10233,558,GI*(H/HAL)*P
Gießen,124,Minden(Westf),252,378,GI*KS*H*MI
Gießen,124,Mönchengladbach Hbf,253,230,GI*(K/HA)*MG
Gießen,124,Montabaur,667,94,GI*WEL*LM
Gießen,124,Mosbach-Neckarelz,264,207,GI*F*(DA/MZ)*HD
Gießen,124,Mühldorf(Oberbay),258,565,GI*(R/S)*M
Gießen,124,Mülheim(Ruhr)Hbf,259,236,GI*HA*E
Gießen,124,München Hbf,261,484,GI*(R/S)*M
Gießen,124,München Ost,262,490,GI*(R/S)*M
Gießen,124,München-Pasing,4158,484,GI*(R/S)*MPAS
Gießen,124,Münster(Westf)Hbf,263,265,GI*(K/HA)*MS
Gießen,124,Narsdorf,10238,434,GI*(GOE/EF)*L
Gießen,124,Nauen,10239,567,GI*KS*(HI/HAL)*NAU
Gießen,124,Naumburg(Saale)Hbf,10240,330,GI*(KS/FD)*NMB
Gießen,124,Neckargemünd,265,166,GI*F*(DA/MZ)*HD
Gießen,124,Neubrandenburg,10241,708,GI*(HL/MD)*GUE
Gießen,124,Neuenmarkt-Wirsberg,267,381,GI*(FD/N)*NMW
Gießen,124,Neukieritzsch,10243,411,GI*(GOE/EF)*L
Gießen,124,Neukirchen(b Sulzb),269,354,GI*(FD/F)*N
Gießen,124,Neumark(Sachs),10244,422,GI*(KS/FD)*WDA
Gießen,124,Neumünster,271,574,GI*(DO/FD)*NMS
Gießen,124,Neunkirchen(Saar)Hbf,272,270,GI*F*(DA/MZ)*MA*HOM
Gießen,124,Neuruppin West,10246,630,GI*(HH/HAL)*WBE
Gießen,124,Neuss Hbf,274,209,GI*SI*K
Gießen,124,Neustadt(Dosse),10248,588,GI*(HH/HAL)*WBE
Gießen,124,Neustadt(Weinstr)Hbf,275,187,GI*F*(DA/MZ)*LU*NW
Gießen,124,Neustrelitz Hbf,10250,687,GI*FD*(HAL/L)*B*NZ
Gießen,124,Neuwied,276,133,GI*LM*KO
Gießen,124,Nidda,277,35,GI*NIDD
Gießen,124,Nidderau,158,49,GI*NIDA
Gießen,124,Niederlahnstein,278,113,GI*WEL*LM
Gießen,124,Nienburg(Weser),279,369,GI*(KS/FD)*H
Gießen,124,Norden,800,475,GI*SI*(K/HA)*MS*LER
Gießen,124,Nordhausen,10256,257,GI*(GOE/EF)*NDH
Gießen,124,Nordstemmen,282,286,GI*(ALT/FD)*ELZE
Gießen,124,Northeim(Han),283,223,GI*(MR/FD)*GOE
Gießen,124,Nürnberg Hbf,284,308,GI*(FD/F)*N
Gießen,124,Oberhausen Hbf,286,246,GI*(KO/DO)*OB
Gießen,124,Oebisfelde,10261,402,GI*(KS/FD)*H
Gießen,124,Offenburg,290,284,GI*F*KA*OG
Gießen,124,Oldenburg(Holst),4669,577,GI*KS*H*OLD
Gießen,124,Oldenburg(Oldb)Hbf,291,482,GI*(DU/GOE)*HB
Gießen,124,Osnabrück Hbf,294,315,GI*SI*(K/HA)*MS*OS
Gießen,124,Osterburken,295,239,GI*F*(DA/MZ)*HD
Gießen,124,Paderborn Hbf,297,239,GI*(HA/KS)*PB
Gießen,124,Pasewalk,10268,712,GI*FD*(HAL/L)*B*PW
Gießen,124,Passau Hbf,298,528,GI*(FD/F)*PA
Gießen,124,Pforzheim Hbf,299,236,GI*F*(HD/KA)*PF
Gießen,124,Pirna,10272,521,GI*(GOE/FD)*DD
Gießen,124,Plattling,301,475,GI*(FD/F)*PLAT
Gießen,124,Plaue(Thür),10274,299,GI*(KS/FD)*EF
Gießen,124,Plochingen,302,293,GI*F*(DA/MZ)*S*PLO
Gießen,124,Potsdam Hbf,12666,541,GI*(H/HAL)*P
Gießen,124,Potsdam Pirschheide,10279,584,GI*FD*EF*BSFL
Gießen,124,Prenzlau,10282,688,GI*EF*(HAL/L)*WB*B
Gießen,124,Priemerburg,10284,624,GI*(HL/MD)*GUE
Gießen,124,Probstzella,10288,402,GI*(EF/N)*PRO
Gießen,124,Puttgarden,4903,617,GI*KS*H*HL*PUTT
Gießen,124,Rastatt,306,235,GI*F*KA
Gießen,124,Recklinghausen Hbf,307,249,GI*(K/DO)*RE
Gießen,124,Regensburg Hbf,309,383,GI*(FD/F)*R
Gießen,124,Remagen,310,157,GI*LM*KO
Gießen,124,Rendsburg,312,610,GI*(DO/FD)*NMS
Gießen,124,Renningen,313,298,GI*F*(DA*HD/MA*KA*PF)*S
Gießen,124,Reutlingen Hbf,314,327,GI*F*(DA/MZ)*S*PLO
Gießen,124,Rheda-Wiedenbrück,315,270,GI*SI*HA*(DO/UN)*HAM
Gießen,124,Rheine,316,304,GI*SI*(K/HA)*MS*RHEI
Gießen,124,Rheinhausen,317,245,GI*(KO/DO)*DU
Gießen,124,Rheydt Hbf,318,226,GI*SI*K
Gießen,124,Riedstadt-Goddelau,126,102,GI*FB*F
Gießen,124,Riesa,10297,450,GI*(GOE/EF)*L*RIE
Gießen,124,Röblingen am See,10299,328,GI*(GOE/EF)*NDH
Gießen,124,Rödermark-Ob.Roden,285,93,GI*FB*F
Gießen,124,Rohrbach(Saar),319,271,GI*F*(DA/MZ)*MA*HOM
Gießen,124,Ronneburg(Thür),10301,369,GI*(KS/FD)*G
Gießen,124,Rosenheim,320,546,GI*(R/S)*RO
Gießen,124,Roßlau(Elbe),10302,416,GI*(GOE/EF)*RSL
Gießen,124,Rostock Hbf,10304,637,GI*(HL/MD)*HRO
Gießen,124,Rotenburg(Wümme),321,480,GI*(DU/GOE)*HB
Gießen,124,Rottenbach,10305,322,GI*(KS/FD)*EF
Gießen,124,Rottweil,322,382,GI*(S/OG)*HOR
Gießen,124,Rudolstadt(Thür),10306,351,GI*(KS/FD)*JS
Gießen,124,Ruhland,10308,502,GI*(GOE/EF)*ELW
Gießen,124,Saalfeld(Saale),10309,427,GI*WUE*(EF/LIF)*SLF
Gießen,124,Saarbrücken Hbf,323,288,GI*F*(HD/MZ*KH)*SB
Gießen,124,Salzburg Hbf,5263,591,GI*(FD/S)*SALZ
Gießen,124,Salzgitter-Ringelh.,325,285,GI*(KS/FD)*KREI
Gießen,124,Salzwedel,10310,458,GI*(MR/FD)*H*UE
Gießen,124,Sandersleben(Anh),10311,332,GI*(GOE/EF)*NDH
Gießen,124,Sangerhausen,10312,295,GI*(GOE/EF)*NDH
Gießen,124,Schifferstadt,326,169,GI*F*(DA/MZ)*MA
Gießen,124,Schöna(Gr),10316,555,GI*(GOE/EF)*L*BSU
Gießen,124,Schönebeck(Elbe),10318,440,GI*(H/HAL)*MD
Gießen,124,Schönefeld (b.Bln.),10109,546,GI*FD*EF*BSFL
Gießen,124,Schwäb.Hall-Hessent,330,290,GI*F*HD*HN
Gießen,124,Schwäbisch Gmünd,329,322,GI*F*(DA*HD/MA*KA*PF)*S
Gießen,124,Schwerin Hbf,10324,549,GI*(HL/MD)*SN
Gießen,124,Senftenberg,10327,514,GI*(GOE/EF)*ELW
Gießen,124,Siegburg/Bonn,5556,148,GI*HEBO*DIL*SI
Gießen,124,Sömmerda,10328,293,GI*(KS/FD)*EF
Gießen,124,Sondershausen,10329,277,GI*(GOE/EF)*NDH
Gießen,124,Sonneberg(Thür)Hbf,13008,379,GI*(FD/N)*LIF
Gießen,124,St Egidien,10331,417,GI*(KS/FD)*G
Gießen,124,Stendal Hbf,10334,483,GI*KS*(H/MD)*SDL
Gießen,124,Stralsund Hbf,10338,709,GI*(HL/MD)*HST
Gießen,124,Suhl,10345,332,GI*(KS/FD)*EF
Gießen,124,Tantow(Gr),10346,700,GI*EF*(HAL/L)*WB*B
Gießen,124,Themar,10350,292,GI*FD*WHSN
Gießen,124,Treysa,129,72,GI*LOLL*MR
Gießen,124,Trier Hbf,134,230,GI*KO*TR
Gießen,124,Triptis,10352,387,GI*(KS/FD)*G
Gießen,124,Troisdorf,135,152,GI*HEBO*DIL*SI
Gießen,124,Tübingen Hbf,141,342,GI*F*(DA/MZ)*S*PLO
Gießen,124,Türkismühle,154,223,GI*F*MZ*KH
Gießen,124,Tuttlingen,163,414,GI*(UL/OG)*TUT
Gießen,124,Uelzen,168,407,GI*(MR/FD)*H*UE
Gießen,124,Ulm Hbf,170,364,GI*F*(DA/MZ)*S*UL
Gießen,124,Unna,171,210,GI*HA*UN
Gießen,124,Vaihingen(Enz),6053,258,GI*F*(DA/MA)*BIET
Gießen,124,Vienenburg,364,305,GI*(KS/FD)*KREI
Gießen,124,Völklingen,175,299,GI*F*(HD/MZ*KH)*SB
Gießen,124,Waiblingen,180,282,GI*F*(DA*HD/MA*KA*PF)*S
Gießen,124,Walkenried,6172,274,GI*(MR/FD)*GOE
Gießen,124,Wallau(Lahn),187,66,GI*LOLL*MR
Gießen,124,Wanne-Eickel Hbf,192,238,GI*SI*HA*(BO/DO)*WAN
Gießen,124,Warburg(Westf),196,184,GI*KS*WAR
Gießen,124,Waren(Müritz),10361,672,GI*(HL/MD)*GUE
Gießen,124,Weiden(Oberpf),204,406,GI*(FD/F)*N
Gießen,124,Weilburg,218,36,GI*WEL
Gießen,124,Weilheim(Oberbay),220,538,GI*(R/MA)*WM
Gießen,124,Weimar,10366,289,GI*(KS/FD)*EF
Gießen,124,Weißenfels,10368,344,GI*(KS/FD)*NMB
Gießen,124,Werdau,10372,414,GI*(KS/FD)*WDA
Gießen,124,Werder(Havel),10373,551,GI*(H/HAL)*P
Gießen,124,Wernshausen,10375,252,GI*FD*WHSN
Gießen,124,Wertheim,231,157,GI*(NIDA/F)*AB
Gießen,124,Wesel,242,273,GI*(KO/DO)*OB
Gießen,124,Westerburg,245,95,GI*WEL*LM
Gießen,124,Westerland(Sylt),6369,733,GI*(DO/H)*HH*WEST
Gießen,124,Wiesbaden-Biebrich,288,114,GI*F*(MZ/FH)*WI
Gießen,124,Wiesbaden Hbf,250,110,GI*F*(MZ/FH)*WI
Gießen,124,Wittenberge,10382,537,GI*(HH/HAL)*WBE
Gießen,124,Witten Hbf,251,196,GI*SI*HA
Gießen,124,Wolfenbüttel,255,328,GI*(KS/FD)*KREI
Gießen,124,Wolfsburg Hbf,6552,372,GI*(KS/F*FD)*GOE*BS
Gießen,124,Worms Hbf,257,129,GI*F*(DA/MZ)*WO
Gießen,124,Wörth(Rhein),254,225,GI*F*KA
Gießen,124,Wriezen,10386,655,GI*EF*(HAL/L)*WB*B
Gießen,124,Wunstorf,268,335,GI*(KS/FD)*H
Gießen,124,Wuppertal Hbf,266,207,GI*HA*W
Gießen,124,Würzburg Hbf,260,205,GI*F*AB*WUE
Gießen,124,Wustermark,10389,558,GI*KS*(H/MD)*SDL
Gießen,124,Zeitz,10390,387,GI*(KS/FD)*G
Gießen,124,Zella-Mehlis,10391,326,GI*(KS/FD)*EF
Gießen,124,Zittau,10393,605,GI*(GOE/EF)*L*RIE
Gießen,124,Zossen,10395,568,GI*FD*EF*BSFL
Gießen,124,Zwickau(Sachs)Hbf,10397,423,GI*(KS/FD)*WDA
Gifhorn,185,Aachen Süd(Gr),403,437,H*(K/OS)*AC
Gifhorn,185,Altenburg,10003,282,BS*MD*HAL*L
Gifhorn,185,Arnsdorf(Dresden),10006,379,BS*MD*L*RIE
Gifhorn,185,Aschersleben,10009,169,BS*MD*GUS
Gifhorn,185,Aue(Sachs),10010,353,BS*MD*HAL*WDA
Gifhorn,185,Baden-Baden,774,586,H*(FD/GI)*F*KA*BAD
Gifhorn,185,Bad Kleinen,10018,249,UE*LG*(HAR*HH*OD/BUE)*HL
Gifhorn,185,Bad Langensalza,10020,265,H*GOE*EICH
Gifhorn,185,Bad Schandau,10022,397,BS*MD*L*BSU
Gifhorn,185,Berlin Friedrichstr,10038,259,BS*MD*BWA*B
Gifhorn,185,Berlin Gesundbrunnen,11102,209,SDL*(HENN/P)*B
Gifhorn,185,Berlin Hbf,11160,259,GF*(SDL*WUM*BSP/BS*MD)*BHBF
Gifhorn,185,Berlin-Karlshorst,10035,271,BS*MD*BWA*B
Gifhorn,185,Berlin Ostkreuz,11162,212,SDL*(HENN/P)*B
Gifhorn,185,Berlin-Spandau,10404,187,SDL*WUM*BSP
Gifhorn,185,Berlin Südkreuz,11113,212,SDL*(HENN/P)*B
Gifhorn,185,Berlin-Wannsee,10405,238,BS*MD*BWA
Gifhorn,185,Berlin Westkreuz,11108,214,SDL*(HENN/P)*B
Gifhorn,185,Bischofswerda,10049,394,BS*MD*L*RIE
Gifhorn,185,Bitterfeld,10050,199,BS*MD*BTF
Gifhorn,185,Blankenberg(Meckl),10051,267,UE*LG*(HAR*HH*OD/BUE)*HL
Gifhorn,185,Borsdorf(Sachs),10059,249,BS*MD*HAL*L
Gifhorn,185,Brandenburg Hbf,10060,194,BS*MD*BRB
Gifhorn,185,Bretleben,10061,230,BS*(MD/NDH)*SGH*BRE
Gifhorn,185,Britz,10064,258,SDL*(HENN/P)*B
Gifhorn,185,Calau(Nl),10069,363,BS*(B/L)*CA
Gifhorn,185,Calbe(Saale) Ost,10070,140,BS*(OEB/EILS)*MD
Gifhorn,185,Calbe(Saale) West,10071,146,BS*(OEB/EILS)*MD
Gifhorn,185,Chemnitz Hbf,10184,318,BS*MD*HAL*C
Gifhorn,185,Coburg,1338,576,H*(L/N)*LIF
Gifhorn,185,Coswig(b Dresden),10072,339,BS*MD*L*RIE
Gifhorn,185,Cottbus Hbf,10073,387,BS*(B/L)*CB
Gifhorn,185,Delitzsch,10076,226,BS*MD*HAL
Gifhorn,185,Dessau Hbf,10077,173,BS*MD*RSL
Gifhorn,185,Döbeln Hbf,10080,303,BS*MD*L*DL
Gifhorn,185,Doberlug-Kirchhain,10079,331,BS*MD*HAL*L
Gifhorn,185,Dresden Hbf,10085,357,BS*(B/L)*DD
Gifhorn,185,Eberswalde Hbf,10093,253,SDL*(HENN/P)*B
Gifhorn,185,Eilenburg,10095,262,BS*MD*HAL*L
Gifhorn,185,Eilsleben(Magdeb),10096,83,GF*BS*EILS
Gifhorn,185,Eisenach Hbf,10097,294,H*(GTH/BEB)*ESA
Gifhorn,185,Elsterwerda,10099,327,BS*MD*L*ELW
Gifhorn,185,Emden Hbf,1768,308,H*HB*LER
Gifhorn,185,Emmerich,1773,378,H*(DO/OS)*EMM
Gifhorn,185,Erfurt Hbf,10101,307,BS*(HAL/GOE)*EF
Gifhorn,185,Erlangen,1844,545,H*GOE*(FD/F)*N*ER
Gifhorn,185,Falkenberg(Elster),10103,308,BS*MD*HAL*L
Gifhorn,185,Flöha,10108,331,BS*MD*HAL*C
Gifhorn,185,Forbach(fr),2021,637,H*(FD/DU)*SB
Gifhorn,185,Forst(Lausitz),10111,409,BS*(B/L)*CB
Gifhorn,185,Frankfurt(M)Flugh.,281,421,H*(FD/MR)*FFMF
Gifhorn,185,Frankfurt(Oder),10113,346,BS*(SDL/MD)*FF
Gifhorn,185,Freiberg(Sachs),10115,397,BS*(B/L)*DD
Gifhorn,185,Frose,10119,176,BS*MD*GUS
Gifhorn,185,Fürstenberg(Havel),10399,302,SDL*(HENN/P)*B
Gifhorn,185,Fürstenwalde(Spree),10120,311,BS*MD*BWA*B
Gifhorn,185,Garmisch-Partenk.,2187,791,H*(MD*M/MA*A)*GAP
Gifhorn,185,Geestgottberg,10121,142,GF*SDL*GEES
Gifhorn,185,Genthin,10123,164,BS*(OEB/EILS)*MD
Gifhorn,185,Gera Hbf,10125,311,BS*MD*HAL*G
Gifhorn,185,Gerstungen,11629,270,H*(GOE/KS)*BEB
Gifhorn,185,Glauchau(Sachs),10129,313,BS*MD*HAL*L
Gifhorn,185,Görlitz,10131,459,BS*(B/L*DD)*GR
Gifhorn,185,Gotha,10136,323,H*BEB*GTH
Gifhorn,185,Grambow(Gr),10138,430,BS*(SDL/MD)*B*PZ*PW
Gifhorn,185,Güsen(b Genthin),10151,149,BS*(OEB/EILS)*MD
Gifhorn,185,Güsten,10152,157,BS*MD*GUS
Gifhorn,185,Güstrow,10153,283,UE*(HL/SN)*GUE
Gifhorn,185,Gutenfürst,11790,511,H*MD*L*HO
Gifhorn,185,Güterglück,10154,147,BS*(OEB/EILS)*MD
Gifhorn,185,Gütersloh Hbf,2461,185,H*MI*BI
Gifhorn,185,Halberstadt Hbf,10157,171,BS*(OEB/EILS)*MD
Gifhorn,185,Halle(Saale)Hbf,10159,199,BS*MD*HAL
Gifhorn,185,Halle-Ammendorf,10162,205,BS*MD*HAL
Gifhorn,185,Halle-Neustadt,10160,211,BS*MD*HAL
Gifhorn,185,Hamburg Hbf,2549,159,GF*UE*LG*HAR*HHH
Gifhorn,185,Hennigsdorf(b Bln),13483,282,BS*MD*BWA*B
Gifhorn,185,Herlasgrün,10166,344,BS*MD*HAL*WDA
Gifhorn,185,Herrnburg,11864,278,H*(HH/UE)*HL
Gifhorn,185,Hockeroda,10170,343,BS*(MD/EF)*SLF
Gifhorn,185,Hof Hbf,2924,496,H*MD*L*HO
Gifhorn,185,Holthusen,10173,219,SDL*GEES*WBE
Gifhorn,185,Hosena,10171,365,BS*MD*L*ELW
Gifhorn,185,Igel(Gr),303,594,H*(BI/DU)*KO*TR
Gifhorn,185,Iserlohn,186,290,H*MI*HF*BI*HAM*(UN/DO)*SCHW
Gifhorn,185,Jena Saalbf,11058,282,BS*MD*HAL*JS
Gifhorn,185,Jüterbog,10182,232,BS*MD*WB
Gifhorn,185,Kaiserslautern Hbf,189,563,H*(FD/MR)*F*MA*KL
Gifhorn,185,Kaldenkirchen,190,376,H*(DO/OS)*KR
Gifhorn,185,Karlsruhe Hbf,191,555,H*(FD/KS*MR)*F*KA
Gifhorn,185,Kassel-Wilhelmshöhe,3200,239,H*(GOE/ALT)*KS
Gifhorn,185,Kaufering,195,694,H*(KS*F/GOE)*WUE*A
Gifhorn,185,Kehl,3218,632,H*(FD/GI)*F*KA*KEHL
Gifhorn,185,Kempten(Allgäu)Hbf,197,739,H*(WUE/MA)*KE
Gifhorn,185,Kiel Hbf,199,267,UE*(HH/HL)*KI
Gifhorn,185,Kirchenlaibach,201,615,H*(FD/KS*F)*N
Gifhorn,185,Kißlegg,203,766,H*(N/MA)*MM
Gifhorn,185,Kleve,205,408,H*(DO/OS)*KR
Gifhorn,185,Koblenz Hbf,206,467,H*(BI/DU)*KO
Gifhorn,185,Köln Hbf,207,373,H*(HA/OS)*K
Gifhorn,185,Königs Wusterhausen,10193,293,BS*MD*BWA*B
Gifhorn,185,Könnern,10194,229,BS*MD*HAL
Gifhorn,185,Korbach Hbf,210,316,H*(GOE/ALT)*KS
Gifhorn,185,Köthen,10195,163,BS*(OEB/EILS)*MD
Gifhorn,185,Krefeld Hbf,211,343,H*(DO/OS)*KR
Gifhorn,185,Kreiensen,213,127,H*ELZE*KREI
Gifhorn,185,Kreuztal,214,381,H*MI*(BI/OS*MS)*HA
Gifhorn,185,Kufstein,3475,794,H*(MD*JS/MA)*KUF
Gifhorn,185,Lage(Lippe),215,174,H*WUNS*MI
Gifhorn,185,Landau(Pfalz)Hbf,216,549,H*GOE*(FD/GI)*MA*NW
Gifhorn,185,Landshut(Bay)Hbf,217,683,H*GOE*WUE*N*R*LA
Gifhorn,185,Lauda,221,462,H*(GOE/KS*F)*WUE
Gifhorn,185,Lauterbach(Hess)Nord,222,332,H*(GOE/KS)*FD
Gifhorn,185,Leer(Ostfriesl),225,281,H*HB*LER
Gifhorn,185,Lehrte,226,41,GF*LEHR
Gifhorn,185,Leinefelde,10203,219,H*GOE*EICH
Gifhorn,185,Leipzig Hbf,10205,237,BS*MD*HAL*L
Gifhorn,185,Leipzig-Leutzsch,10207,244,BS*MD*HAL*L
Gifhorn,185,Letmathe,227,305,H*MI*(BI/OS*MS)*HA
Gifhorn,185,Lichtenfels,228,555,H*(L/N)*LIF
Gifhorn,185,Limburg(Lahn),229,436,H*(FD*F/ALT*KS)*LM
Gifhorn,185,Limburg Süd,3680,437,H*(FD*F/ALT*KS)*LM
Gifhorn,185,Lindau-Insel,230,829,H*(M/MA)*LI
Gifhorn,185,Lindau-Reutin,3693,808,H*(N/MA)*MM
Gifhorn,185,Lippstadt,571,221,H*(KREI/MI)*PB
Gifhorn,185,Löbau(Sachs),10212,435,BS*MD*L*RIE
Gifhorn,185,Löhne(Westf),233,143,H*WUNS*MI
Gifhorn,185,Lollar,234,362,H*(GOE/BI)*MR
Gifhorn,185,Löwenberg(Mark),10214,268,SDL*(HENN/P)*B
Gifhorn,185,Lübben(Spreewald),10217,340,BS*MD*BWA*B
Gifhorn,185,Lübeck Hbf,237,186,UE*LG*(HAR*HH*OD/BUE)*HL
Gifhorn,185,Ludwigsburg,235,599,H*(WUE/MA)*BIET
Gifhorn,185,Ludwigsfelde,10215,305,BS*MD*BRB*B*BSFL
Gifhorn,185,Ludwigshafen(Rh)Hbf,236,501,H*(GOE/KS*MR)*F*MA
Gifhorn,185,Ludwigslust,10216,192,SDL*GEES*WBE
Gifhorn,185,Lüneburg,238,106,UE*LG
Gifhorn,185,Lünen Hbf,239,281,H*(BI/OS)*DO
Gifhorn,185,Luth. Wittenberg Hbf,10222,200,BS*MD*WB
Gifhorn,185,Magdeburg Hbf,10224,96,GF*(OEB/HE)*MD
Gifhorn,185,Magdeburg-Rothensee,10086,120,BS*(OEB/EILS)*MD
Gifhorn,185,Mainz-Bischofsheim,241,440,H*(GOE/KS*MR)*F
Gifhorn,185,Mainz Hbf,240,448,H*(GOE/KS*MR)*F*MZ
Gifhorn,185,Malsfeld,243,273,H*(GOE/KS)*BEB
Gifhorn,185,Mannheim Hbf,244,498,H*(GOE/KS*MR)*F*MA
Gifhorn,185,Marburg(Lahn),337,340,H*(GOE/BI)*MR
Gifhorn,185,Markkleeberg-Großst,10228,251,BS*MD*HAL*L
Gifhorn,185,Marktredwitz,247,449,BS*MD*L*MAK
Gifhorn,185,Mehltheuer,10229,370,BS*MD*HAL*WDA
Gifhorn,185,Mellrichstadt Bf,3959,515,H*GOE*(ESW/KS)*BEB*FD*WUE*SW
Gifhorn,185,Memmingen,249,723,H*(N/MA)*MM
Gifhorn,185,Merseburg Hbf,10232,213,BS*MD*HAL
Gifhorn,185,Michendorf,10233,229,MD*BRB*P
Gifhorn,185,Minden(Westf),252,122,H*WUNS*MI
Gifhorn,185,Mönchengladbach Hbf,253,367,H*(HA/OS)*MG
Gifhorn,185,Montabaur,667,464,H*(FD*F/ALT*KS)*LM
Gifhorn,185,Mosbach-Neckarelz,264,550,H*GOE*(FD/GI)*F*HD
Gifhorn,185,Mühldorf(Oberbay),258,778,H*(MD*JS/MA)*M
Gifhorn,185,Mülheim(Ruhr)Hbf,259,312,H*(DO/OS)*E
Gifhorn,185,München Hbf,261,697,H*(MD*JS/MA)*M
Gifhorn,185,München Ost,262,703,H*(MD*JS/MA)*M
Gifhorn,185,München-Pasing,4158,697,H*(MD*JS/MA)*MPAS
Gifhorn,185,Münster(Westf)Hbf,263,241,H*(HAM/OS)*MS
Gifhorn,185,Narsdorf,10238,287,BS*MD*HAL*L
Gifhorn,185,Nauen,10239,255,BS*MD*B*NAU
Gifhorn,185,Naumburg(Saale)Hbf,10240,245,BS*MD*HAL*NMB
Gifhorn,185,Neckargemünd,265,509,H*GOE*(FD/GI)*F*HD
Gifhorn,185,Neubrandenburg,10241,357,SDL*B*NZ
