Von,IBNR,Nach,IBNR,Tarifkilometer,Wegetext
Mühldorf(Oberbay),258,Coburg,1338,333,LA*R*N*LIF
Mühldorf(Oberbay),258,Coswig(b Dresden),10072,540,LA*R*(JS/HO)*DD
Mühldorf(Oberbay),258,Cottbus Hbf,10073,719,M*(JS/HO)*CB
Mühldorf(Oberbay),258,Delitzsch,10076,590,M*(N/R)*L
Mühldorf(Oberbay),258,Dessau Hbf,10077,628,M*(SW/HO)*BTF
Mühldorf(Oberbay),258,Döbeln Hbf,10080,484,LA*(JS/HO)*DL
Mühldorf(Oberbay),258,Doberlug-Kirchhain,10079,663,M*(N/R)*L
Mühldorf(Oberbay),258,Dresden Hbf,10085,625,M*(JS/R)*DD
Mühldorf(Oberbay),258,Eberswalde Hbf,10093,803,M*(EF/R)*B
Mühldorf(Oberbay),258,Eilenburg,10095,594,M*(N/R)*L
Mühldorf(Oberbay),258,Eilsleben(Magdeb),10096,712,M*(A/L)*MD
Mühldorf(Oberbay),258,Eisenach Hbf,10097,576,M*WUE*FD*ESA
Mühldorf(Oberbay),258,Elsterwerda,10099,637,M*(JS/HO)*ELW
Mühldorf(Oberbay),258,Emden Hbf,1768,972,M*(K/H)*LER
Mühldorf(Oberbay),258,Emmerich,1773,852,M*(S/R)*EMM
Mühldorf(Oberbay),258,Erfurt Hbf,10101,535,M*(A*SW/HO)*EF
Mühldorf(Oberbay),258,Erlangen,1844,241,LA*R*N*ER
Mühldorf(Oberbay),258,Falkenberg(Elster),10103,640,M*(N/R)*L
Mühldorf(Oberbay),258,Flöha,10108,453,LA*R*(SLF/HO)*C
Mühldorf(Oberbay),258,Forbach(fr),2021,593,M*(UL/F)*SB
Mühldorf(Oberbay),258,Forst(Lausitz),10111,741,M*(JS/HO)*CB
Mühldorf(Oberbay),258,Frankfurt(M)Flugh.,281,509,M*(S/R)*FFMF
Mühldorf(Oberbay),258,Frankfurt(Oder),10113,805,M*(JS/HO)*FF
Mühldorf(Oberbay),258,Freiberg(Sachs),10115,479,LA*R*(SLF/HO)*C
Mühldorf(Oberbay),258,Frose,10119,662,M*(EF/R)*HAL
Mühldorf(Oberbay),258,Fürstenberg(Havel),10399,852,M*(EF/R)*B
Mühldorf(Oberbay),258,Fürstenwalde(Spree),10120,807,M*(EF/R)*B
Mühldorf(Oberbay),258,Garmisch-Partenk.,2187,182,M*MPAS*WM*GAP
Mühldorf(Oberbay),258,Geestgottberg,10121,799,M*(A/L)*SDL
Mühldorf(Oberbay),258,Genthin,10123,733,M*(A/L)*MD
Mühldorf(Oberbay),258,Gera Hbf,10125,483,M*(A/R)*G
Mühldorf(Oberbay),258,Gerstungen,11629,552,M*(MA/R)*BEB
Mühldorf(Oberbay),258,Glauchau(Sachs),10129,411,LA*R*HO*WDA
Mühldorf(Oberbay),258,Görlitz,10131,731,M*(JS/R)*GR
Mühldorf(Oberbay),258,Gotha,10136,538,M*BA*(SW/SLF)*GTH
Mühldorf(Oberbay),258,Grambow(Gr),10138,823,LA*(JS/HO)*B*PW
Mühldorf(Oberbay),258,Güsen(b Genthin),10151,718,M*(A/L)*MD
Mühldorf(Oberbay),258,Güsten,10152,665,M*(SW/HO)*GUS
Mühldorf(Oberbay),258,Güstrow,10153,946,M*(A/B)*GUE
Mühldorf(Oberbay),258,Gutenfürst,11790,311,LA*R*(N/SAD)*HO
Mühldorf(Oberbay),258,Güterglück,10154,654,M*(A/R)*RSL
Mühldorf(Oberbay),258,Gütersloh Hbf,2461,746,M*(KS/GOE)*PB
Mühldorf(Oberbay),258,Halberstadt Hbf,10157,687,M*(EF/R)*HAL
Mühldorf(Oberbay),258,Halle(Saale)Hbf,10159,596,M*(EF/R)*HAL
Mühldorf(Oberbay),258,Halle-Ammendorf,10162,590,M*(SW/HO*L)*NMB
Mühldorf(Oberbay),258,Halle-Neustadt,10160,608,M*(EF/R)*HAL
Mühldorf(Oberbay),258,Hamburg Hbf,2549,904,MUE*M*(R/A)*WUE*H*HAR*HHH
Mühldorf(Oberbay),258,Hennigsdorf(b Bln),13483,778,M*(EF/R)*B
Mühldorf(Oberbay),258,Herlasgrün,10166,359,LA*R*(N/SAD)*HO
Mühldorf(Oberbay),258,Herrnburg,11864,942,M*(WUE*HH/L*MD)*HL
Mühldorf(Oberbay),258,Hockeroda,10170,476,M*A*N*SLF
Mühldorf(Oberbay),258,Hof Hbf,2924,296,LA*R*(N/SAD)*HO
Mühldorf(Oberbay),258,Holthusen,10173,896,M*(EF/HO)*MD*SN
Mühldorf(Oberbay),258,Hosena,10171,675,M*(JS/HO)*ELW
Mühldorf(Oberbay),258,Igel(Gr),303,691,M*(SB/N)*TR
Mühldorf(Oberbay),258,Jena Saalbf,11058,513,M*(LIF/HO)*JS
Mühldorf(Oberbay),258,Jüterbog,10182,671,M*(N/R)*WB
Mühldorf(Oberbay),258,Kassel-Wilhelmshöhe,3200,585,M*(A/R)*WUE*KS
Mühldorf(Oberbay),258,Kehl,3218,490,M*UL*(PF/MA)*KA*KEHL
Mühldorf(Oberbay),258,Königs Wusterhausen,10193,789,M*(EF/R)*B
Mühldorf(Oberbay),258,Könnern,10194,626,M*(EF/R)*HAL
Mühldorf(Oberbay),258,Köthen,10195,632,M*(EF/R)*HAL
Mühldorf(Oberbay),258,Kufstein,3475,97,RO*KUF
Mühldorf(Oberbay),258,Leinefelde,10203,623,M*(MA*F/N*EF)*EICH
Mühldorf(Oberbay),258,Leipzig Hbf,10205,569,M*(N/R)*L
Mühldorf(Oberbay),258,Leipzig-Leutzsch,10207,576,M*(N/R)*L
Mühldorf(Oberbay),258,Limburg Süd,3680,569,M*(A/R)*WUE*F*LM
Mühldorf(Oberbay),258,Lindau-Reutin,3693,281,M*MPAS*BULO*MM
Mühldorf(Oberbay),258,Lippstadt,571,725,M*(KS/GOE)*PB
Mühldorf(Oberbay),258,Löbau(Sachs),10212,604,LA*R*(JS/HO)*DD
Mühldorf(Oberbay),258,Löwenberg(Mark),10214,818,M*(EF/R)*B
Mühldorf(Oberbay),258,Lübben(Spreewald),10217,836,M*(EF/R)*B
Mühldorf(Oberbay),258,Ludwigsfelde,10215,753,M*(JS/HO)*BSFL
Mühldorf(Oberbay),258,Ludwigslust,10216,849,M*(EF/HO)*MD*WBE
Mühldorf(Oberbay),258,Luth. Wittenberg Hbf,10222,639,M*(N/R)*WB
Mühldorf(Oberbay),258,Magdeburg Hbf,10224,682,M*(A/L)*MD
Mühldorf(Oberbay),258,Magdeburg-Rothensee,10086,689,M*(A/L)*MD
Mühldorf(Oberbay),258,Marburg(Lahn),337,595,M*(S/R)*MR
Mühldorf(Oberbay),258,Markkleeberg-Großst,10228,583,M*(N/R)*L
Mühldorf(Oberbay),258,Mehltheuer,10229,436,M*(A/R)*HO
Mühldorf(Oberbay),258,Mellrichstadt Bf,3959,453,M*(A/R)*SW
Mühldorf(Oberbay),258,Merseburg Hbf,10232,582,M*(SW/HO*L)*NMB
Mühldorf(Oberbay),258,Michendorf,10233,712,M*(A/R)*RSL
Mühldorf(Oberbay),258,Montabaur,667,596,M*(A/R)*WUE*F*LM
Mühldorf(Oberbay),258,Mosbach-Neckarelz,264,403,M*A*UL*HN
Mühldorf(Oberbay),258,Mülheim(Ruhr)Hbf,259,793,M*(KA/WUE)*K*DU
Mühldorf(Oberbay),258,München Hbf,261,81,MUE*M
Mühldorf(Oberbay),258,München Ost,262,75,MUE*MOST
Mühldorf(Oberbay),258,München-Pasing,4158,88,M*MPAS
Mühldorf(Oberbay),258,Münster(Westf)Hbf,263,880,M*(KA*K/WUE*H)*MS
Mühldorf(Oberbay),258,Narsdorf,10238,619,M*(N/R)*L
Mühldorf(Oberbay),258,Nauen,10239,798,M*(N/R)*L*NAU
Mühldorf(Oberbay),258,Naumburg(Saale)Hbf,10240,550,M*(SW/HO*L)*NMB
Mühldorf(Oberbay),258,Neckargemünd,265,448,M*UL*S*(KA/BRT)*HD
Mühldorf(Oberbay),258,Neubrandenburg,10241,907,M*(JS/HO)*B*NZ
Mühldorf(Oberbay),258,Neuenmarkt-Wirsberg,267,283,LA*R*(N/SAD)*NMW
Mühldorf(Oberbay),258,Neukieritzsch,10243,439,LA*R*HO*WDA
Mühldorf(Oberbay),258,Neukirchen(b Sulzb),269,207,LA*R*SAD
Mühldorf(Oberbay),258,Neumark(Sachs),10244,378,LA*R*(N/SAD)*HO
Mühldorf(Oberbay),258,Neumünster,271,982,M*WUE*H*HH*NMS
Mühldorf(Oberbay),258,Neunkirchen(Saar)Hbf,272,569,M*(UL/WUE)*HOM
Mühldorf(Oberbay),258,Neuruppin West,10246,824,M*(EF/R)*B
Mühldorf(Oberbay),258,Neuss Hbf,274,770,M*(S/R)*D
Mühldorf(Oberbay),258,Neustadt(Dosse),10248,856,M*(EF/HO)*MD*WBE
Mühldorf(Oberbay),258,Neustadt(Weinstr)Hbf,275,486,M*A*S*(KA/MA)*NW
Mühldorf(Oberbay),258,Neustrelitz Hbf,10250,872,M*(JS/HO)*B*NZ
Mühldorf(Oberbay),258,Neuwied,276,639,M*(S/N)*KO
Mühldorf(Oberbay),258,Nidda,277,557,M*(KA/WUE)*F
Mühldorf(Oberbay),258,Niederlahnstein,278,629,M*(S/N)*KO
Mühldorf(Oberbay),258,Nienburg(Weser),279,777,M*(MA/JS*MD)*H
Mühldorf(Oberbay),258,Norden,800,1001,M*(K/H)*LER
Mühldorf(Oberbay),258,Nordhausen,10256,614,M*(A*SW/HO*L)*NDH
Mühldorf(Oberbay),258,Nordstemmen,282,694,M*(MA/R)*ELZE
Mühldorf(Oberbay),258,Northeim(Han),283,631,M*WUE*(FD/F)*GOE
Mühldorf(Oberbay),258,Nürnberg Hbf,284,217,LA*R*N
Mühldorf(Oberbay),258,Oberhausen Hbf,286,791,M*(S/R)*K*OB
Mühldorf(Oberbay),258,Oebisfelde,10261,810,M*(MA/JS*MD)*H
Mühldorf(Oberbay),258,Offenburg,290,485,M*S*(PF/MA)*KA*OG
Mühldorf(Oberbay),258,Oldenburg(Holst),4669,985,M*(DU/L)*HL*OLD
Mühldorf(Oberbay),258,Oldenburg(Oldb)Hbf,291,890,M*(A/R)*WUE*HB
Mühldorf(Oberbay),258,Osnabrück Hbf,294,855,M*(A/R)*H*OS
Mühldorf(Oberbay),258,Osterburken,295,425,M*A*UL*HN
Mühldorf(Oberbay),258,Paderborn Hbf,297,693,M*(KS/GOE)*PB
Mühldorf(Oberbay),258,Pasewalk,10268,897,M*(JS/HO)*B*PW
Mühldorf(Oberbay),258,Passau Hbf,298,115,MUE*NMV*PA
Mühldorf(Oberbay),258,Pforzheim Hbf,299,382,M*A*UL*PF
Mühldorf(Oberbay),258,Pirna,10272,539,LA*R*(JS/HO)*DD
Mühldorf(Oberbay),258,Plattling,301,118,LA*PLAT
Mühldorf(Oberbay),258,Plaue(Thür),10274,520,M*A*N*SLF
Mühldorf(Oberbay),258,Plochingen,302,299,M*A*UL*PLO
Mühldorf(Oberbay),258,Potsdam Hbf,12666,737,M*(JS/HO)*P
Mühldorf(Oberbay),258,Potsdam Pirschheide,10279,769,M*(JS/HO)*BSFL
Mühldorf(Oberbay),258,Prenzlau,10282,873,M*(EF/R)*B
Mühldorf(Oberbay),258,Priemerburg,10284,950,M*(A/B)*GUE
Mühldorf(Oberbay),258,Probstzella,10288,439,M*(WUE/N)*PRO
Mühldorf(Oberbay),258,Puttgarden,4903,1087,M*WUE*H*HL*PUTT
Mühldorf(Oberbay),258,Rastatt,306,436,M*A*UL*KA
Mühldorf(Oberbay),258,Recklinghausen Hbf,307,827,M*(S/WUE)*K*RE
Mühldorf(Oberbay),258,Regensburg Hbf,309,116,LA*R
Mühldorf(Oberbay),258,Remagen,310,663,M*(S/N)*KO
Mühldorf(Oberbay),258,Rendsburg,312,1018,M*WUE*H*HH*NMS
Mühldorf(Oberbay),258,Renningen,313,350,M*A*UL*S
Mühldorf(Oberbay),258,Reutlingen Hbf,314,333,M*A*UL*PLO
Mühldorf(Oberbay),258,Rheda-Wiedenbrück,315,897,M*(S/WUE)*K*HAM
Mühldorf(Oberbay),258,Rheine,316,919,M*(MA/H)*RHEI
Mühldorf(Oberbay),258,Rheinhausen,317,790,M*(KA/WUE)*K*DU
Mühldorf(Oberbay),258,Rheydt Hbf,318,771,M*(S/N)*K
Mühldorf(Oberbay),258,Riesa,10297,635,M*(N*JS/R*L)*RIE
Mühldorf(Oberbay),258,Röblingen am See,10299,623,M*(EF/R)*HAL
Mühldorf(Oberbay),258,Rödermark-Ob.Roden,285,526,M*(KA/R)*DA
Mühldorf(Oberbay),258,Rohrbach(Saar),319,570,M*(UL/WUE)*HOM
Mühldorf(Oberbay),258,Ronneburg(Thür),10301,493,M*(A/R)*G
Mühldorf(Oberbay),258,Rosenheim,320,62,MUE*RO
Mühldorf(Oberbay),258,Roßlau(Elbe),10302,633,M*(A/R)*RSL
Mühldorf(Oberbay),258,Rostock Hbf,10304,974,M*(EF/HO)*MD*HRO
Mühldorf(Oberbay),258,Rotenburg(Wümme),321,888,M*(A/R)*WUE*HB
Mühldorf(Oberbay),258,Rottenbach,10305,481,M*A*N*SLF
Mühldorf(Oberbay),258,Rottweil,322,393,M*A*UL*TUT
Mühldorf(Oberbay),258,Rudolstadt(Thür),10306,474,M*A*N*SLF
Mühldorf(Oberbay),258,Ruhland,10308,595,LA*R*(JS/HO)*DD
Mühldorf(Oberbay),258,Saalfeld(Saale),10309,464,M*A*N*SLF
Mühldorf(Oberbay),258,Saarbrücken Hbf,323,587,M*(UL/F)*SB
Mühldorf(Oberbay),258,Salzburg Hbf,5263,73,FREI*SALZ
Mühldorf(Oberbay),258,Salzgitter-Ringelh.,325,742,M*(MA/JS*MD)*HI
Mühldorf(Oberbay),258,Salzwedel,10310,809,M*(A/L)*SDL
Mühldorf(Oberbay),258,Sandersleben(Anh),10311,643,M*(EF/R)*HAL
Mühldorf(Oberbay),258,Sangerhausen,10312,656,M*(EF/R)*HAL
Mühldorf(Oberbay),258,Schifferstadt,326,468,M*S*MA
Mühldorf(Oberbay),258,Schöna(Gr),10316,573,LA*R*(JS/L)*DD*BSU
Mühldorf(Oberbay),258,Schönebeck(Elbe),10318,667,M*(EF/R)*HAL
Mühldorf(Oberbay),258,Schönefeld (b.Bln.),10109,731,M*(JS/HO)*BSFL
Mühldorf(Oberbay),258,Schwäb.Hall-Hessent,330,396,M*A*UL*S
Mühldorf(Oberbay),258,Schwäbisch Gmünd,329,279,M*(UL/DON)*AA
Mühldorf(Oberbay),258,Schwerin Hbf,10324,886,M*(EF/HO)*MD*SN
Mühldorf(Oberbay),258,Senftenberg,10327,574,LA*(JS/HO)*ELW
Mühldorf(Oberbay),258,Siegburg/Bonn,5556,743,M*(S/N)*K
Mühldorf(Oberbay),258,Sömmerda,10328,560,M*(A*SW/HO)*EF
Mühldorf(Oberbay),258,Sondershausen,10329,594,M*(A*SW/HO)*EF
Mühldorf(Oberbay),258,Sonneberg(Thür)Hbf,13008,353,LA*R*N*LIF
Mühldorf(Oberbay),258,St Egidien,10331,418,LA*R*HO*WDA
Mühldorf(Oberbay),258,Stendal Hbf,10334,751,M*(A/L)*SDL
Mühldorf(Oberbay),258,Stralsund Hbf,10338,1006,M*(JS/HO)*B*HST
Mühldorf(Oberbay),258,Suhl,10345,495,M*(A/R)*SW
Mühldorf(Oberbay),258,Tantow(Gr),10346,782,LA*(JS/HO)*B
Mühldorf(Oberbay),258,Themar,10350,488,M*(A/R)*SW
Mühldorf(Oberbay),258,Triptis,10352,504,M*A*N*SLF
Mühldorf(Oberbay),258,Vaihingen(Enz),6053,358,M*A*UL*BIET
Mühldorf(Oberbay),258,Vienenburg,364,713,M*(MA/R)*KREI
Mühldorf(Oberbay),258,Walkenried,6172,682,M*WUE*(FD/F)*GOE
Mühldorf(Oberbay),258,Waren(Müritz),10361,908,M*(JS/HO)*B*NZ
Mühldorf(Oberbay),258,Weimar,10366,591,M*(SW/HO*L)*NMB
Mühldorf(Oberbay),258,Weißenfels,10368,564,M*(SW/HO*L)*NMB
Mühldorf(Oberbay),258,Werdau,10372,386,LA*R*HO*WDA
Mühldorf(Oberbay),258,Werder(Havel),10373,747,M*(JS/HO)*P
Mühldorf(Oberbay),258,Wernshausen,10375,499,M*BA*(SW/SLF)*WHSN
Mühldorf(Oberbay),258,Westerland(Sylt),6369,1141,M*WUE*H*HH*WEST
Mühldorf(Oberbay),258,Wiesbaden-Biebrich,288,545,M*(S/R)*WI
Mühldorf(Oberbay),258,Wittenberge,10382,805,M*(EF/HO)*MD*WBE
Mühldorf(Oberbay),258,Wolfsburg Hbf,6552,780,M*(F/L)*BS
Mühldorf(Oberbay),258,Wriezen,10386,840,M*(EF/R)*B
Mühldorf(Oberbay),258,Wunstorf,268,743,M*(MA/JS*MD)*H
Mühldorf(Oberbay),258,Wuppertal Hbf,266,764,M*(S/R)*W
Mühldorf(Oberbay),258,Würzburg Hbf,260,320,LA*R*N*WUE
Mühldorf(Oberbay),258,Wustermark,10389,826,M*(A/L)*SDL
Mühldorf(Oberbay),258,Zeitz,10390,511,M*(A/R)*G
Mühldorf(Oberbay),258,Zella-Mehlis,10391,501,M*(A/R)*SW
Mühldorf(Oberbay),258,Zittau,10393,627,LA*R*(JS/HO)*DD
Mühldorf(Oberbay),258,Zossen,10395,753,M*(JS/HO)*BSFL
Mühldorf(Oberbay),258,Zwickau(Sachs)Hbf,10397,392,LA*R*(N/SAD)*HO
Mülheim(Ruhr)Hbf,259,Aachen Süd(Gr),403,125,DU*(K/MG)*AC
Mülheim(Ruhr)Hbf,259,Altenburg,10003,569,E*(H/EF)*L
Mülheim(Ruhr)Hbf,259,Arnsdorf(Dresden),10006,666,E*(SDL/EF)*RIE
Mülheim(Ruhr)Hbf,259,Aschersleben,10009,456,E*DO*H*GUS
Mülheim(Ruhr)Hbf,259,Aue(Sachs),10010,640,E*(SDL/NDH)*WDA
Mülheim(Ruhr)Hbf,259,Baden-Baden,774,426,DU*K*(F/KO)*KA*BAD
Mülheim(Ruhr)Hbf,259,Bad Kleinen,10018,522,E*(HB/H)*HL
Mülheim(Ruhr)Hbf,259,Bad Langensalza,10020,393,E*DO*(BI/SCHW)*KS*EICH
Mülheim(Ruhr)Hbf,259,Bad Schandau,10022,684,E*(H/EF)*BSU
Mülheim(Ruhr)Hbf,259,Berlin Friedrichstr,10038,546,E*DO*H*MD*B
Mülheim(Ruhr)Hbf,259,Berlin Gesundbrunnen,11102,550,E*DO*H*MD*B
Mülheim(Ruhr)Hbf,259,Berlin Hbf,11160,546,MH*E*H*MD*BWA*BHBF
Mülheim(Ruhr)Hbf,259,Berlin-Karlshorst,10035,558,E*DO*H*MD*B
Mülheim(Ruhr)Hbf,259,Berlin Ostkreuz,11162,553,E*DO*H*MD*B
Mülheim(Ruhr)Hbf,259,Berlin-Spandau,10404,551,E*DO*H*MD*SDL*BSP
Mülheim(Ruhr)Hbf,259,Berlin Südkreuz,11113,553,E*DO*H*MD*B
Mülheim(Ruhr)Hbf,259,Berlin-Wannsee,10405,525,E*H*MD*BWA
Mülheim(Ruhr)Hbf,259,Berlin Westkreuz,11108,555,E*DO*H*MD*B
Mülheim(Ruhr)Hbf,259,Bischofswerda,10049,681,E*(SDL/EF)*RIE
Mülheim(Ruhr)Hbf,259,Bitterfeld,10050,486,E*(H/KS)*BTF
Mülheim(Ruhr)Hbf,259,Blankenberg(Meckl),10051,540,E*(HB/H)*HL
Mülheim(Ruhr)Hbf,259,Borsdorf(Sachs),10059,536,E*(H/EF)*L
Mülheim(Ruhr)Hbf,259,Brandenburg Hbf,10060,481,E*H*MD*BRB
Mülheim(Ruhr)Hbf,259,Bretleben,10061,517,E*DO*H*BRE
Mülheim(Ruhr)Hbf,259,Britz,10064,599,E*DO*H*MD*B
Mülheim(Ruhr)Hbf,259,Calau(Nl),10069,650,E*(H/EF)*CA
Mülheim(Ruhr)Hbf,259,Calbe(Saale) Ost,10070,427,E*DO*H*MD
Mülheim(Ruhr)Hbf,259,Calbe(Saale) West,10071,433,E*DO*H*MD
Mülheim(Ruhr)Hbf,259,Chemnitz Hbf,10184,605,E*(MD/EF)*C
Mülheim(Ruhr)Hbf,259,Coburg,1338,592,DU*K*WUE*LIF
Mülheim(Ruhr)Hbf,259,Coswig(b Dresden),10072,626,E*(SDL/EF)*RIE
Mülheim(Ruhr)Hbf,259,Cottbus Hbf,10073,674,E*(H/EF)*CB
Mülheim(Ruhr)Hbf,259,Delitzsch,10076,513,E*(H/KS)*HAL
Mülheim(Ruhr)Hbf,259,Dessau Hbf,10077,460,E*DO*H*RSL
Mülheim(Ruhr)Hbf,259,Döbeln Hbf,10080,590,E*(H/EF)*DL
Mülheim(Ruhr)Hbf,259,Doberlug-Kirchhain,10079,618,E*(H/EF)*L
Mülheim(Ruhr)Hbf,259,Dresden Hbf,10085,644,E*(H/EF)*DD
Mülheim(Ruhr)Hbf,259,Eberswalde Hbf,10093,594,E*DO*H*MD*B
Mülheim(Ruhr)Hbf,259,Eilenburg,10095,549,E*(H/EF)*L
Mülheim(Ruhr)Hbf,259,Eilsleben(Magdeb),10096,370,E*DO*H*BS
Mülheim(Ruhr)Hbf,259,Eisenach Hbf,10097,364,E*DO*KS*ESA
Mülheim(Ruhr)Hbf,259,Elsterwerda,10099,614,E*(H/EF)*ELW
Mülheim(Ruhr)Hbf,259,Emden Hbf,1768,275,E*(RE/DO)*MS*RHEI*LER
Mülheim(Ruhr)Hbf,259,Emmerich,1773,68,OB*WES*EMM
Mülheim(Ruhr)Hbf,259,Erfurt Hbf,10101,421,E*DO*KS*EF
Mülheim(Ruhr)Hbf,259,Erlangen,1844,565,DU*K*N*ER
Mülheim(Ruhr)Hbf,259,Falkenberg(Elster),10103,595,E*(H/EF)*L
Mülheim(Ruhr)Hbf,259,Flöha,10108,618,E*(MD/EF)*C
Mülheim(Ruhr)Hbf,259,Forbach(fr),2021,376,DU*(MA/TR)*SB
Mülheim(Ruhr)Hbf,259,Forst(Lausitz),10111,696,E*(H/EF)*CB
Mülheim(Ruhr)Hbf,259,Frankfurt(M)Flugh.,281,291,DU*K*(LM/KO)*FFMF
Mülheim(Ruhr)Hbf,259,Frankfurt(Oder),10113,633,E*DO*H*MD*B*FF
Mülheim(Ruhr)Hbf,259,Freiberg(Sachs),10115,684,E*(H/EF)*DD
Mülheim(Ruhr)Hbf,259,Frose,10119,463,E*DO*H*GUS
Mülheim(Ruhr)Hbf,259,Fürstenberg(Havel),10399,683,E*BI*B*NZ
Mülheim(Ruhr)Hbf,259,Fürstenwalde(Spree),10120,598,E*DO*H*MD*B
Mülheim(Ruhr)Hbf,259,Garmisch-Partenk.,2187,806,DU*(R/S)*GAP
Mülheim(Ruhr)Hbf,259,Geestgottberg,10121,506,E*DO*H*MD*SDL
Mülheim(Ruhr)Hbf,259,Genthin,10123,451,E*DO*H*MD
Mülheim(Ruhr)Hbf,259,Gera Hbf,10125,512,E*KS*EF*G
Mülheim(Ruhr)Hbf,259,Gerstungen,11629,340,E*(BI/HA)*BEB
Mülheim(Ruhr)Hbf,259,Glauchau(Sachs),10129,629,E*(SDL/NDH)*WDA
Mülheim(Ruhr)Hbf,259,Görlitz,10131,746,E*(H*B/EF*DD)*GR
Mülheim(Ruhr)Hbf,259,Gotha,10136,393,E*DO*KS*GTH
Mülheim(Ruhr)Hbf,259,Grambow(Gr),10138,717,E*BI*H*MD*B*PW
Mülheim(Ruhr)Hbf,259,Güsen(b Genthin),10151,436,E*DO*H*MD
Mülheim(Ruhr)Hbf,259,Güsten,10152,444,E*DO*H*GUS
Mülheim(Ruhr)Hbf,259,Güstrow,10153,577,E*(HL/MD)*GUE
Mülheim(Ruhr)Hbf,259,Gutenfürst,11790,723,DU*K*(LIF/N)*HO
Mülheim(Ruhr)Hbf,259,Güterglück,10154,434,E*DO*H*MD
Mülheim(Ruhr)Hbf,259,Gütersloh Hbf,2461,127,E*DO*HAM
Mülheim(Ruhr)Hbf,259,Halberstadt Hbf,10157,458,E*DO*H*MD
Mülheim(Ruhr)Hbf,259,Halle(Saale)Hbf,10159,486,E*(H/KS)*HAL
Mülheim(Ruhr)Hbf,259,Halle-Ammendorf,10162,492,E*(H/KS)*HAL
Mülheim(Ruhr)Hbf,259,Halle-Neustadt,10160,498,E*(H/KS)*HAL
Mülheim(Ruhr)Hbf,259,Hamburg Hbf,2549,393,MH*E*(HB/H)*HAR*HHH
Mülheim(Ruhr)Hbf,259,Hennigsdorf(b Bln),13483,569,E*DO*H*MD*B
Mülheim(Ruhr)Hbf,259,Herlasgrün,10166,631,E*(SDL/NDH)*WDA
Mülheim(Ruhr)Hbf,259,Herrnburg,11864,470,E*(HB/H)*HL
Mülheim(Ruhr)Hbf,259,Hockeroda,10170,479,E*DO*KS*SLF
Mülheim(Ruhr)Hbf,259,Hof Hbf,2924,708,DU*K*(LIF/N)*HO
Mülheim(Ruhr)Hbf,259,Holthusen,10173,530,E*(HL/MD)*SN
Mülheim(Ruhr)Hbf,259,Hosena,10171,652,E*(H/EF)*ELW
Mülheim(Ruhr)Hbf,259,Igel(Gr),303,296,DU*K*KO*TR
Mülheim(Ruhr)Hbf,259,Jena Saalbf,11058,465,E*(H/BEB)*EF*JS
Mülheim(Ruhr)Hbf,259,Jüterbog,10182,519,E*DO*H*WB
Mülheim(Ruhr)Hbf,259,Kassel-Wilhelmshöhe,3200,263,E*(BI/HA)*KS
Mülheim(Ruhr)Hbf,259,Kehl,3218,472,DU*K*(F/KO)*KA*KEHL
Mülheim(Ruhr)Hbf,259,Königs Wusterhausen,10193,580,E*DO*H*MD*B
Mülheim(Ruhr)Hbf,259,Könnern,10194,516,E*(H/KS)*HAL
Mülheim(Ruhr)Hbf,259,Köthen,10195,450,E*DO*H*MD
Mülheim(Ruhr)Hbf,259,Kufstein,3475,809,DU*(R/S)*KUF
Mülheim(Ruhr)Hbf,259,Leinefelde,10203,347,E*DO*(BI/SCHW)*KS*EICH
Mülheim(Ruhr)Hbf,259,Leipzig Hbf,10205,524,E*(H/EF)*L
Mülheim(Ruhr)Hbf,259,Leipzig-Leutzsch,10207,531,E*(H/EF)*L
Mülheim(Ruhr)Hbf,259,Limburg Süd,3680,222,DU*K*(SIGB/KO)*LM
Mülheim(Ruhr)Hbf,259,Lindau-Reutin,3693,693,DU*(UL/OG)*FN
Mülheim(Ruhr)Hbf,259,Lippstadt,571,123,E*DO*HAM
Mülheim(Ruhr)Hbf,259,Löbau(Sachs),10212,722,E*(SDL/EF)*RIE
Mülheim(Ruhr)Hbf,259,Löwenberg(Mark),10214,609,E*DO*H*MD*B
Mülheim(Ruhr)Hbf,259,Lübben(Spreewald),10217,627,E*DO*H*MD*B
Mülheim(Ruhr)Hbf,259,Ludwigsfelde,10215,592,E*DO*H*MD*B*BSFL
Mülheim(Ruhr)Hbf,259,Ludwigslust,10216,556,E*BI*MD*WBE
Mülheim(Ruhr)Hbf,259,Luth. Wittenberg Hbf,10222,487,E*DO*H*WB
Mülheim(Ruhr)Hbf,259,Magdeburg Hbf,10224,400,E*DO*H*MD
Mülheim(Ruhr)Hbf,259,Magdeburg-Rothensee,10086,407,E*DO*H*MD
Mülheim(Ruhr)Hbf,259,Marburg(Lahn),337,278,DU*(DO/KO)*MR
Mülheim(Ruhr)Hbf,259,Markkleeberg-Großst,10228,538,E*(H/EF)*L
Mülheim(Ruhr)Hbf,259,Mehltheuer,10229,745,DU*K*(LIF/N)*HO
Mülheim(Ruhr)Hbf,259,Mellrichstadt Bf,3959,535,DU*K*WUE*SW
Mülheim(Ruhr)Hbf,259,Merseburg Hbf,10232,500,E*(H/KS)*HAL
Mülheim(Ruhr)Hbf,259,Michendorf,10233,533,E*H*MD*P
Mülheim(Ruhr)Hbf,259,Montabaur,667,238,DU*(D/NE)*K
